id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;sampled_finish_reasons;yes_no_probabilities
(17, 1);7;263;2;;0.8;False;;5599;stop;[0.5981665961898077, 0.05226721467769466]
(17, 1);8;123;2;;0.8;False;;3624;stop;[0.9516975890398146, 0.003199308472775411]
(17, 1);9;122;2;;0.2;True;;5172;stop;[0.0582665593717133, 0.7585695537776765]
(17, 2);0;292;2;;0.9;True;;3125;stop;[0.4759722055137164, 0.0010411849100037149]
(17, 2);1;122;2;;0.9;True;;1924;stop;[0.9217008786475853, 0.00018753700243929078]
(17, 2);2;253;2;;0.9;True;;4976;stop;[0.6901438998639792, 0.012978149492655426]
(17, 2);3;392;2;;0.9;True;;2748;stop;[0.5680776172194373, 0.007732118449422409]
(17, 2);4;362;2;;0.9;True;;957;stop;[0.6576821837436702, 0.0004894841250966405]
(17, 2);5;58;2;;0.9;True;;3653;stop;[0.9811243155787873, 0.010563967931514137]
(17, 2);6;51;2;;0.9;True;;4507;stop;[0.9584770055116015, 0.004836942867099559]
(17, 2);7;208;2;;0.9;True;;1943;stop;[0.6286618953606457, 0.008828352400699862]
(17, 2);8;88;2;;0.9;True;;2585;stop;[0.9272084655825492, 0.001472359177146367]
(17, 2);9;81;2;;0.1;False;;4621;stop;[0.42660738576140617, 0.4685365525273208]
(19, 1);0;333;3;;0.5;True;;1448;stop;[0.26342021142696265, 0.7160503526307885]
(19, 1);1;280;3;;0.5;False;;2486;stop;[0.6951064035661509, 0.2638326241628031]
(19, 1);2;106;3;;0.5;True;;2023;stop;[0.014971266432274196, 0.9537768968473967]
(19, 1);3;394;3;;0.5;True;;1669;stop;[0.23442212004986118, 0.7449919567881793]
(19, 1);4;56;3;;0.5;True;;2799;stop;[0.011328831109740724, 0.9884132611633142]
(19, 1);5;391;3;;0.5;False;;3016;stop;[0.6317926623669913, 0.3381742631431281]
(19, 1);6;101;3;;0.5;True;;1741;stop;[0.004675641669092672, 0.9940040588509077]
(19, 1);7;45;3;;0.5;False;;526;stop;[0.825732070338204, 0.06884759894468588]
(19, 1);8;270;3;;0.5;False;;775;stop;[0.9815234704496227, 0.014000677214192268]
(19, 1);9;103;3;;0.5;False;;1933;stop;[0.917611703081123, 0.022882401846274644]
(20, 0);0;104;2;;0.5;False;;736;stop;[0.9018919576923558, 0.03363046194853844]
(20, 0);1;151;2;;0.5;False;;969;stop;[0.5114599919513365, 0.028630048284935365]
(20, 0);2;177;2;;0.5;False;;1519;stop;[0.7470015676961315, 0.060366982829931554]
(20, 0);3;122;2;;0.5;False;;948;stop;[0.7591920930706716, 0.020550386386272185]
(20, 0);4;94;2;;0.5;True;;1001;stop;[0.024411194034138013, 0.9751017196463379]
(20, 0);5;81;2;;0.5;False;;2075;stop;[0.6099773910090809, 0.22308715340679972]
(20, 0);6;75;2;;0.5;True;;415;stop;[0.03408803838254302, 0.9655485970383658]
(20, 0);7;95;2;;0.5;True;;699;stop;[0.02095667073385473, 0.9786823016321047]
(20, 0);8;171;2;;0.5;True;;980;stop;[0.03019997539576167, 0.9693164478627995]
(20, 0);9;92;2;;0.5;True;;1127;stop;[0.005729568267696411, 0.9941520176729621]
(20, 1);0;120;2;;0.8;False;;683;stop;[0.645999072924245, 0.015311595538212331]
(20, 1);1;117;2;;0.8;False;;490;stop;[0.7839751747714113, 0.03201277902187912]
(20, 1);2;126;2;;0.8;False;;1654;stop;[0.9969104908388059, 0.0016461036690155635]
(20, 1);3;138;2;;0.8;False;;1286;stop;[0.972122682610561, 0.002906594652299427]
(20, 1);4;118;2;;0.8;False;;738;stop;[0.9919801828562591, 0.002364674617181785]
(20, 1);5;140;2;;0.8;False;;1813;stop;[0.74212614593849, 0.007107011882117005]
(20, 1);6;281;2;;0.8;False;;592;stop;[0.8434087958900566, 0.0193755932831615]
(20, 1);7;115;2;;0.2;True;;538;stop;[0.008061317823929366, 0.9918549171502227]
(20, 1);8;146;2;;0.8;False;;768;stop;[0.9966619946631889, 0.0030268930482605]
(20, 1);9;145;2;;0.2;True;;1750;stop;[0.009123482400701178, 0.990640378354168]
(20, 2);0;122;2;;1.0;True;;843;stop;[0.8895477672180906, 0.0037507777343872986]
(20, 2);1;131;2;;1.0;True;;662;stop;[0.7909664414248463, 0.008786841757510398]
(20, 2);2;107;2;;1.0;True;;715;stop;[0.8990024431469152, 0.01125065414055423]
(20, 2);3;112;2;;1.0;True;;643;stop;[0.9756949988992917, 0.0022193458821385616]
(20, 2);4;251;2;;1.0;True;;809;stop;[0.822576581810381, 0.005585948931819531]
(20, 2);5;272;2;;1.0;True;;730;stop;[0.9288449783071324, 0.007973546225389693]
(20, 2);6;123;2;;1.0;True;;477;stop;[0.9434590907550688, 0.005788093786732348]
(20, 2);7;90;2;;1.0;True;;527;stop;[0.6903029285488225, 0.009250066463537421]
(20, 2);8;130;2;;1.0;True;;818;stop;[0.9755986592315035, 0.013383047572309608]
(20, 2);9;103;2;;1.0;True;;399;stop;[0.8623395403294238, 0.01642347445831807]
(20, 3);0;101;2;;0.9;True;;552;stop;[0.007344762427761075, 0.992510331854759]
(20, 3);1;272;2;;0.9;True;;2020;stop;[0.03115915297013732, 0.9617895252173174]
(20, 3);2;106;2;;0.9;True;;1088;stop;[0.006902842664250825, 0.9929527717463684]
(20, 3);3;137;2;;0.9;True;;1769;stop;[0.004754912320663941, 0.9951844771874422]
(20, 3);4;92;2;;0.9;True;;1092;stop;[0.005060006841834454, 0.9948757175788508]
(20, 3);5;300;2;;0.1;False;;890;stop;[0.47774762184262715, 0.028915999148053734]
(20, 3);6;136;2;;0.9;True;;694;stop;[0.037311424039172404, 0.9622744198920768]
(20, 3);7;128;2;;0.9;True;;738;stop;[0.008061033377692565, 0.9918203219601188]
(20, 3);8;129;2;;0.9;True;;810;stop;[0.0064874535589675725, 0.9933867830685434]
(20, 3);9;97;2;;0.9;True;;763;stop;[0.02593829066619027, 0.9733271075894554]
(27, 1);0;140;2;;1.0;False;;1146;stop;[0.9859457674327091, 0.00011297181100220353]
(27, 1);1;158;2;;1.0;False;;693;stop;[0.9908267760882773, 0.004922676684157405]
(27, 1);2;120;2;;1.0;False;;538;stop;[0.9977559255563986, 0.0009761113598506099]
(27, 1);3;169;2;;1.0;False;;1657;stop;[0.9740806272329193, 8.820634646533753e-05]
(27, 1);4;323;2;;1.0;False;;1838;stop;[0.9189599200220457, 0.0004636829273419468]
(27, 1);5;95;2;;1.0;False;;649;stop;[0.9815297851761179, 0.001167351347074302]
(27, 1);6;270;2;;1.0;False;;1076;stop;[0.9806041936865229, 0.00018237777905342475]
(27, 1);7;125;2;;1.0;False;;2400;stop;[0.9649215252493558, 0.0005658878312360117]
(27, 1);8;63;2;;1.0;False;;571;stop;[0.9961479845171877, 0.0025877033866112302]
(27, 1);9;95;2;;1.0;False;;1361;stop;[0.9910202685872034, 0.00010060261046444375]
(27, 2);0;115;2;;1.0;True;;836;stop;[0.9884444750410898, 4.467855344672445e-05]
(27, 2);1;90;2;;1.0;True;;1509;stop;[0.9687852712941062, 0.0008413185619759433]
(27, 2);2;186;2;;1.0;True;;1494;stop;[0.9010924021853715, 0.009477497880254674]
(27, 2);3;154;2;;1.0;True;;1031;stop;[0.9618920889085881, 0.0003805800179264086]
(27, 2);4;69;2;;1.0;True;;714;stop;[0.9901949706519495, 0.0018382966624560279]
(27, 2);5;265;2;;1.0;True;;2683;stop;[0.7250340712587177, 0.008658005315816583]
(27, 2);6;132;2;;1.0;True;;1055;stop;[0.9883673774110516, 0.003564609992252728]
(27, 2);7;104;2;;1.0;True;;878;stop;[0.9972861943146283, 0.0003820706591123191]
(27, 2);8;122;2;;1.0;True;;1136;stop;[0.993143920326023, 7.329340229296468e-05]
(27, 2);9;137;2;;1.0;True;;2006;stop;[0.9899237600936528, 0.0006867329609726903]
(27, 3);0;298;2;;1.0;False;;1750;stop;[0.9803283589166493, 0.0003905350261604074]
(27, 3);1;92;2;;1.0;False;;772;stop;[0.9982695772250464, 0.0010980363041433172]
(27, 3);2;266;2;;1.0;False;;870;stop;[0.977197124646463, 0.0002100050414372499]
(27, 3);3;203;2;;1.0;False;;2356;stop;[0.9902635858787063, 0.0002822070088721441]
(27, 3);4;123;2;;1.0;False;;590;stop;[0.9747047133405277, 0.004629852298580334]
(27, 3);5;101;2;;1.0;False;;1446;stop;[0.9881617661940097, 0.0001269926702879958]
(27, 3);6;186;2;;1.0;False;;1181;stop;[0.9947790928127539, 0.00040253250028218204]
(27, 3);7;79;2;;1.0;False;;740;stop;[0.9638016916163897, 0.0013772716859388428]
(27, 3);8;139;2;;1.0;False;;1112;stop;[0.9893129395144962, 0.0002698143849506054]
(27, 3);9;98;2;;1.0;False;;1411;stop;[0.9896395037080603, 0.0037404864829028934]
(29, 3);0;72;3;;1.0;True;;3623;stop;[0.9974213747483336, 0.0012431807369383194]
(29, 3);1;149;3;;1.0;True;;855;stop;[0.9870010745453951, 0.003045536051686908]
(29, 3);2;125;3;;1.0;True;;2371;stop;[0.9829280761106178, 0.0009292927630523411]
(29, 3);3;76;3;;1.0;True;;3012;stop;[0.9920544422114504, 0.006478751313914084]
(29, 3);4;74;3;;1.0;True;;541;stop;[0.9982719532205301, 0.0010477560589318546]
(29, 3);5;262;3;;1.0;True;;1019;stop;[0.9903919582375732, 0.0022178499975445552]
(29, 3);6;192;3;;1.0;True;;1887;stop;[0.9686349245380563, 0.009496162549692525]
(29, 3);7;73;3;;1.0;True;;2062;stop;[0.9969552758653477, 0.0013022335497071987]
(29, 3);8;43;3;;1.0;True;;1847;stop;[0.9857189218966532, 0.004156282351734827]
(29, 3);9;57;3;;1.0;True;;432;stop;[0.9875061504325617, 0.004363644111376805]
(30, 0);0;116;0;;0.7;False;;432;stop;[0.11444884383066196, 0.8725133799025773]
(30, 0);1;119;0;;0.3;True;;926;stop;[0.939771698872985, 0.02244935733167979]
(30, 0);2;239;0;;0.7;False;;963;stop;[0.4304971032614177, 0.4954991285638806]
(30, 0);3;173;0;;0.7;False;;980;stop;[0.09589042179604863, 0.8956780465886233]
(30, 0);4;187;0;;0.3;True;;665;stop;[0.9756250961296077, 0.0005459637099211485]
(30, 0);5;266;0;;0.3;True;;1116;stop;[0.7115947879718475, 0.23835439043137574]
(30, 0);6;145;0;;0.7;False;;1336;stop;[0.006692615104769197, 0.9932719819960991]
(30, 0);7;236;0;;0.7;False;;1020;stop;[0.14313635562422897, 0.8366641426233531]
(30, 0);8;86;0;;0.7;False;;843;stop;[0.006289444887383207, 0.9936377676916816]
(30, 0);9;74;0;;0.7;False;;836;stop;[0.020960513363583125, 0.978861598521829]
(30, 1);0;66;0;;0.6;True;;416;stop;[0.015902799006650543, 0.9838711027498207]
(30, 1);1;251;0;;0.4;False;;2030;stop;[0.9509258950684468, 0.0008536884914796088]
(30, 1);2;119;0;;0.4;False;;901;stop;[0.9954868126314368, 0.0030233243426804396]
(30, 1);3;247;0;;0.6;True;;2092;stop;[0.015423189256932533, 0.9844886215192907]
(30, 1);4;241;0;;0.6;True;;1026;stop;[0.028424774160051586, 0.9711793211485859]
(30, 1);5;171;0;;0.6;True;;1038;stop;[0.02675229549527974, 0.9729865023834608]
(30, 1);6;211;0;;0.6;True;;1984;stop;[0.1322509685678315, 0.8623846702203579]
(30, 1);7;205;0;;0.4;False;;2159;stop;[0.9864324796855488, 0.0023698930986477606]
(30, 1);8;118;0;;0.6;True;;1232;stop;[0.005060117831818721, 0.9948976645525835]
(30, 1);9;134;0;;0.4;False;;1918;stop;[0.9805696913752064, 0.000505514481407894]
(30, 2);0;146;0;;0.5;True;;710;stop;[0.0292999704426244, 0.9702817798494489]
(30, 2);1;141;0;;0.5;True;;1993;stop;[0.02297325362964625, 0.976847550447857]
(30, 2);2;240;0;;0.5;True;;3091;stop;[0.2927053813359829, 0.7021637076981074]
(30, 2);3;73;0;;0.5;False;;1012;stop;[0.9759336019656406, 0.000761202866535401]
(30, 2);4;319;0;;0.5;False;;2328;stop;[0.7540493949166867, 0.11340059703788548]
(30, 2);5;94;0;;0.5;True;;1310;stop;[0.02757703511875737, 0.9721240352190427]
(30, 2);6;69;0;;0.5;False;;1312;stop;[0.9957679368239859, 0.0029311337374537893]
(30, 2);7;157;0;;0.5;False;;2232;stop;[0.9919976613953247, 0.0006217113091822555]
(30, 2);8;59;0;;0.5;True;;618;stop;[0.013222035119724548, 0.986718610362431]
(30, 2);9;132;0;;0.5;False;;675;stop;[0.9904125384687522, 0.0005876840754490143]
(30, 3);0;83;0;;1.0;True;;521;stop;[0.012431060867899546, 0.9875216123275931]
(30, 3);1;225;0;;1.0;True;;687;stop;[0.03513973400847361, 0.9647149002750333]
(30, 3);2;326;0;;1.0;True;;824;stop;[0.03409592269922042, 0.9657719214438665]
(30, 3);3;112;0;;1.0;True;;690;stop;[0.033077722675587756, 0.9666728335333756]
(30, 3);4;77;0;;1.0;True;;620;stop;[0.0216120835523556, 0.9782375420864066]
(30, 3);5;72;0;;1.0;True;;702;stop;[0.010986024800270585, 0.9889303936291248]
(30, 3);6;188;0;;1.0;True;;723;stop;[0.014502652578047217, 0.9854334867597413]
(30, 3);7;139;0;;1.0;True;;748;stop;[0.02297423955588957, 0.9768896404993794]
(30, 3);8;220;0;;1.0;True;;1040;stop;[0.022975346034614944, 0.9769365126680376]
(30, 3);9;153;0;;1.0;True;;805;stop;[0.14726743614457624, 0.8474656200107461]
(31, 0);0;104;1;;1.0;True;;626;stop;[0.006096968094774605, 0.9938055147344291]
(31, 0);1;106;1;;1.0;True;;709;stop;[0.0018101262020552334, 0.998143193224613]
(31, 0);2;96;1;;1.0;True;;657;stop;[0.00591047470161005, 0.993988864822359]
(31, 0);3;151;1;;1.0;True;;562;stop;[0.01769487737894174, 0.9813216144034569]
(31, 0);4;127;1;;1.0;True;;556;stop;[0.007120848605595618, 0.9927975320495452]
(31, 0);5;79;1;;1.0;True;;687;stop;[0.015902708010365058, 0.983865678260673]
(31, 0);6;464;1;;1.0;True;;536;stop;[0.1790481700656504, 0.7363587088467017]
(31, 0);7;186;1;;1.0;True;;314;stop;[0.09443320063754926, 0.8351239470229421]
(31, 0);8;162;1;;1.0;True;;827;stop;[0.008575922668491212, 0.991242063045924]
(31, 0);9;224;1;;1.0;True;;785;stop;[0.024335882182026716, 0.9720935051128178]
(31, 1);0;231;1;;1.0;True;;1371;stop;[0.9951124635715665, 0.0013728903708703662]
(31, 1);1;146;1;;1.0;True;;664;stop;[0.9834937909009227, 0.004554479608512223]
(31, 1);2;239;1;;1.0;True;;742;stop;[0.9921905546006154, 0.0017169339663282751]
(31, 1);3;88;1;;1.0;True;;442;stop;[0.9934140757677854, 0.0007568881781831913]
(31, 1);4;238;1;;1.0;True;;679;stop;[0.9887815377856746, 0.0024318707370785376]
(31, 1);5;107;1;;1.0;True;;657;stop;[0.9741378631073973, 0.0035966041200974084]
(31, 1);6;567;1;;1.0;True;;516;stop;[0.9790038277014084, 0.001694115115234513]
(31, 1);7;165;1;;1.0;True;;630;stop;[0.7511212751167942, 0.03681635417452379]
(31, 1);8;187;1;;1.0;True;;757;stop;[0.9987483213821852, 5.138048255834986e-05]
(31, 1);9;242;1;;1.0;True;;460;stop;[0.9938533184090511, 0.0033672277325496654]
(31, 2);0;418;1;;0.9;True;;373;stop;[0.20372327743971086, 0.768843594034164]
(31, 2);1;128;1;;0.9;True;;1027;stop;[0.011685431945236323, 0.9881582736716996]
(31, 2);2;148;1;;0.9;True;;825;stop;[0.0061904481783852956, 0.9933991350037102]
(31, 2);3;313;1;;0.9;True;;516;stop;[0.24311276984782473, 0.7145482099233357]
(31, 2);4;139;1;;0.9;True;;395;stop;[0.05181456656203922, 0.9475893874200569]
(31, 2);5;251;1;;0.9;True;;639;stop;[0.07776209100353092, 0.9181896305452748]
(31, 2);6;477;1;;0.1;False;;522;stop;[0.5601773063415397, 0.40348057774203205]
(31, 2);7;171;1;;0.9;True;;598;stop;[0.03014700657017029, 0.967616272927791]
(31, 2);8;230;1;;0.9;True;;392;stop;[0.1759655274725395, 0.8136563312887621]
(31, 2);9;129;1;;0.9;True;;622;stop;[0.0035933522465332866, 0.9963368152930318]
(31, 3);0;210;1;;1.0;True;;469;stop;[0.029535117141379342, 0.962905126938654]
(31, 3);1;203;1;;1.0;True;;987;stop;[0.15122444367238502, 0.7923594422466753]
(31, 3);2;129;1;;1.0;True;;885;stop;[0.0027148139138029573, 0.997222174287954]
(31, 3);3;325;1;;1.0;True;;914;stop;[0.23591319646006365, 0.7266637593058612]
(31, 3);4;219;1;;1.0;True;;1093;stop;[0.005217629847945871, 0.9943043808899595]
(31, 3);5;476;1;;1.0;True;;922;stop;[0.11804139132378354, 0.8586920306232972]
(31, 3);6;208;1;;1.0;True;;1085;stop;[0.043212606024689876, 0.9532549158560955]
(31, 3);7;251;1;;1.0;True;;911;stop;[0.047305763441843326, 0.9501615874981679]
(31, 3);8;91;1;;1.0;True;;663;stop;[0.017982592397726746, 0.9818161807908763]
(31, 3);9;284;1;;1.0;True;;720;stop;[0.114056017588181, 0.869518547989566]
(32, 0);0;101;0;;1.0;True;;2629;stop;[0.8913370208816905, 0.005425771526060698]
(32, 0);1;403;0;;1.0;True;;2816;stop;[0.9892623051081312, 0.002889322904923004]
(32, 0);2;75;0;;1.0;True;;3303;stop;[0.7662185295919038, 0.017194550037635908]
(32, 0);3;376;0;;1.0;True;;2680;stop;[0.8883988979279885, 0.025598806958042255]
(32, 0);4;297;0;;1.0;True;;3230;stop;[0.5821991378504522, 0.03992988775661679]
(32, 0);5;40;0;;1.0;True;;2509;stop;[0.7368324824929876, 0.026423020781381746]
(32, 0);6;287;0;;1.0;True;;1610;stop;[0.673864526864096, 0.02612856087897799]
(32, 0);7;420;0;;1.0;True;;1867;stop;[0.741422736053043, 0.06684128687607471]
(32, 0);8;135;0;;1.0;True;;2881;stop;[0.15198892679003687, 0.018728710515188478]
(32, 0);9;106;0;;1.0;True;;3069;stop;[0.898943100026807, 0.01111884836609536]
(35, 0);0;96;3;;0.9;False;;973;stop;[0.8925610224742971, 0.015357361620110034]
(35, 0);1;119;3;;0.9;False;;986;stop;[0.972008125131925, 0.0012115062190189427]
(35, 0);2;97;3;;0.9;False;;635;stop;[0.94481787243585, 0.002091143105379841]
(35, 0);3;154;3;;0.9;False;;1035;stop;[0.8813853568597607, 0.0016235579369499333]
(35, 0);4;87;3;;0.9;False;;1396;stop;[0.9445677554669942, 0.006989978372721519]
(35, 0);5;177;3;;0.9;False;;953;stop;[0.9119939579093749, 0.0013927193474717213]
(35, 0);6;73;3;;0.9;False;;661;stop;[0.6681099916049598, 0.06312253566578166]
(35, 0);7;190;3;;0.9;False;;1468;stop;[0.631750487064282, 0.002463589267595421]
(35, 0);8;69;3;;0.9;False;;349;stop;[0.22905038097574748, 0.08693771855542014]
(35, 0);9;104;3;;0.1;True;;1345;stop;[0.002800666822083103, 0.9971066035644973]
(35, 1);0;82;3;;1.0;True;;1045;stop;[0.002050413179990751, 0.9977885621335307]
(35, 1);1;68;3;;1.0;True;;3115;stop;[0.018543338361715733, 0.9812828134870181]
(35, 1);2;325;3;;1.0;True;;589;stop;[0.0085769655081327, 0.9913624881479175]
(35, 1);3;107;3;;1.0;True;;2442;stop;[0.0031721536534407915, 0.9966609288422459]
(35, 1);4;86;3;;1.0;True;;2996;stop;[0.009410969993382381, 0.9904169816484744]
(35, 1);5;82;3;;1.0;True;;1852;stop;[0.015422262636702471, 0.9844292372209327]
(35, 1);6;70;3;;1.0;True;;2084;stop;[0.011330062834435497, 0.9885207685288967]
(35, 1);7;160;3;;1.0;True;;1277;stop;[0.004904679933850037, 0.994947225271567]
(35, 1);8;82;3;;1.0;True;;1349;stop;[0.0017544269444285923, 0.9981386800594003]
(35, 1);9;96;3;;1.0;True;;2153;stop;[0.0018673818544924156, 0.9980338208308245]
(35, 2);0;63;3;;0.2;False;;984;stop;[0.93057491039129, 0.007727511120914318]
(35, 2);1;95;3;;0.8;True;;1312;stop;[0.009410907168589456, 0.9904103164251702]
(35, 2);2;189;3;;0.8;True;;680;stop;[0.007120780696215174, 0.9927881324604568]
(35, 2);3;87;3;;0.8;True;;2035;stop;[0.007576352986540295, 0.9923062800630909]
(35, 2);4;204;3;;0.8;True;;983;stop;[0.008575767275792479, 0.9912239082274571]
(35, 2);5;114;3;;0.8;True;;1160;stop;[0.013218782264971609, 0.9864756322688051]
(35, 2);6;97;3;;0.2;False;;1019;stop;[0.9225705121965387, 0.008235166651183711]
(35, 2);7;102;3;;0.8;True;;2237;stop;[0.012820241572179036, 0.987104092824343]
(35, 2);8;99;3;;0.8;True;;560;stop;[0.02032414788282801, 0.9792724022003372]
(35, 2);9;148;3;;0.8;True;;2270;stop;[0.005554140710242855, 0.9943048526963015]
(35, 3);0;323;3;;1.0;True;;790;stop;[0.7219964461287577, 0.000819361571605229]
(35, 3);1;156;3;;1.0;True;;1555;stop;[0.9806244846809687, 0.001358197491419402]
(35, 3);2;109;3;;1.0;True;;2657;stop;[0.9795506182992897, 0.00014811280863070235]
(35, 3);3;114;3;;1.0;True;;1522;stop;[0.8854739169134804, 0.012052211617652745]
(35, 3);4;396;3;;1.0;True;;1723;stop;[0.9203234133720632, 0.0011742886442765773]
(35, 3);5;332;3;;1.0;True;;1186;stop;[0.9221427381980387, 0.004253719874249475]
(35, 3);6;91;3;;1.0;True;;590;stop;[0.942026237701581, 0.005060528033319645]
(35, 3);7;93;3;;1.0;True;;2196;stop;[0.9447324280364833, 0.0028468525277292552]
(35, 3);8;86;3;;1.0;True;;848;stop;[0.9529445602547576, 0.004113375903352756]
(35, 3);9;32;3;;1.0;True;;1641;stop;[0.8050054833929452, 0.026079816689917247]
(38, 0);0;257;1;;1.0;True;;1588;stop;[0.09957088455407813, 0.8336968837117572]
(38, 0);1;156;1;;1.0;True;;1655;stop;[0.010323776903699747, 0.9892526220579697]
(38, 0);2;321;1;;1.0;True;;1598;stop;[0.39162161594048606, 0.47238583947454005]
(38, 0);3;57;1;;1.0;True;;1253;stop;[0.012426171566481743, 0.9871330157331277]
(38, 0);4;661;1;;1.0;True;;1520;stop;[0.0280567937448314, 0.9075905435662057]
(38, 0);5;506;1;;1.0;True;;1439;stop;[0.10017297586139534, 0.7941012800870881]
(38, 0);6;108;1;;1.0;True;;2938;stop;[0.07115004207443197, 0.8942996926597095]
(38, 0);7;41;1;;1.0;True;;1635;stop;[0.0029343263634742135, 0.9968526789260868]
(38, 0);8;546;1;;1.0;True;;2269;stop;[0.06499774324256243, 0.8429036223284581]
(38, 0);9;78;1;;1.0;True;;1854;stop;[0.005726230649373903, 0.9935730387227865]
(38, 1);0;161;1;;0.8;True;;1127;stop;[0.7236986287727181, 0.20412857136839965]
(38, 1);1;113;1;;0.8;True;;1381;stop;[0.9034460848335476, 0.08403357172747378]
(38, 1);2;80;1;;0.8;True;;1035;stop;[0.7901138546755094, 0.15803271990960924]
(38, 1);3;88;1;;0.8;True;;1170;stop;[0.8615856346633948, 0.021738544367624464]
(38, 1);4;400;1;;0.8;True;;2503;stop;[0.6877379988931679, 0.13125710968742843]
(38, 1);5;56;1;;0.8;True;;1460;stop;[0.965755465334829, 0.012840424782754082]
(38, 1);6;90;1;;0.8;True;;1397;stop;[0.9348053937747509, 0.02322027623501966]
(38, 1);7;528;1;;0.8;True;;1543;stop;[0.9088049790312519, 0.03195965556243498]
(38, 1);8;293;1;;0.2;False;;1655;stop;[0.4186385970217649, 0.5210041518805738]
(38, 1);9;104;1;;0.2;False;;926;stop;[0.1431344445604613, 0.8498283392181225]
(38, 2);0;41;1;;1.0;True;;1578;stop;[0.0010649192948166634, 0.9988944844841829]
(38, 2);1;440;1;;1.0;True;;1933;stop;[0.0344924148470575, 0.946943513985379]
(38, 2);2;255;1;;1.0;True;;2275;stop;[0.0008557903367141542, 0.9990152291583874]
(38, 2);3;362;1;;1.0;True;;1440;stop;[0.10394524782688594, 0.7710632896218329]
(38, 2);4;200;1;;1.0;True;;3371;stop;[0.0861590922321383, 0.8434035425783817]
(38, 2);5;372;1;;1.0;True;;2841;stop;[0.0749281321759483, 0.8778422576287792]
(38, 2);6;266;1;;1.0;True;;2441;stop;[0.3499835727793293, 0.36109324394805536]
(38, 2);7;57;1;;1.0;True;;3245;stop;[0.007812544599450102, 0.9917594636986747]
(38, 2);8;405;1;;1.0;True;;1894;stop;[0.06214648954095827, 0.8315108255138083]
(38, 2);9;327;1;;1.0;True;;2848;stop;[0.03498027048131942, 0.9344334407082153]
(7, 1);0;571;3;;1.0;True;;8988;stop;[0.10618346797046141, 0.875279604364885]
(7, 1);1;520;3;;1.0;True;;8248;stop;[0.028288855468041146, 0.8938990598186686]
(7, 1);2;559;3;;1.0;True;;3905;stop;[0.04264902678373258, 0.9556382661256253]
(7, 1);3;363;3;;1.0;True;;9876;length;[0.009229592282587315, 0.9866248393082482]
(7, 1);4;551;3;;1.0;True;;9688;length;[0.060570505620929985, 0.8900770826280738]
(7, 1);5;0;3;;1.0;True;;10240;length;[0.033841339597486884, 0.9585609005496217]
(7, 1);6;673;3;;1.0;True;;6565;stop;[0.315168060302654, 0.5618478149517958]
(7, 1);7;90;3;;1.0;True;;3616;stop;[0.017155288921545924, 0.981597895026928]
(7, 1);8;774;3;;1.0;True;;7505;stop;[0.2070796868990202, 0.757465998759058]
(7, 1);9;632;3;;1.0;True;;5250;stop;[0.06468251752345822, 0.9069758694294592]
(7, 2);0;642;3;;1.0;True;;4931;stop;[0.02847716110218425, 0.9284136309345532]
(7, 2);1;425;3;;1.0;True;;3660;stop;[0.036192488393790474, 0.9630462933019421]
(7, 2);2;40;3;;1.0;True;;10199;length;[0.003252262009086906, 0.9903918410960328]
(7, 2);3;572;3;;1.0;True;;8215;stop;[0.28314564931189407, 0.3721879123748435]
(7, 2);4;456;3;;1.0;True;;8839;stop;[0.04603022113197907, 0.9391012174490986]
(7, 2);5;29;3;;1.0;True;;4676;stop;[0.017697189425538894, 0.9814497443620286]
(7, 2);6;489;3;;1.0;True;;5104;stop;[0.20470395570246516, 0.7487760023262054]
(7, 2);7;442;3;;1.0;True;;7096;stop;[0.22683764305509535, 0.43724102704738915]
(7, 2);8;455;3;;1.0;True;;9270;stop;[0.04351139223054199, 0.8671485707388453]
(7, 2);9;517;3;;1.0;True;;4689;stop;[0.12152766761624083, 0.856853521282507]
(25, 0);0;96;2;;0.7;False;;679;stop;[0.9829088432593162, 0.0014980856507581968]
(25, 0);1;149;2;;0.7;False;;2588;stop;[0.9457679493665784, 0.03610286696729269]
(25, 0);2;109;2;;0.7;False;;636;stop;[0.9926176747136295, 3.976950881594074e-05]
(25, 0);3;121;2;;0.7;False;;2510;stop;[0.9907910827033898, 0.0015610812410892989]
(25, 0);4;194;2;;0.7;False;;3842;stop;[0.9907600724604348, 0.001648778504062024]
(25, 0);5;211;2;;0.3;True;;1368;stop;[0.008314689555328094, 0.9915543140708261]
(25, 0);6;76;2;;0.3;True;;1960;stop;[0.0015977674798243451, 0.9983533361939925]
(25, 0);7;204;2;;0.3;True;;3090;stop;[0.057723311586348136, 0.9316071332396207]
(25, 0);8;212;2;;0.7;False;;683;stop;[0.9921139279859246, 5.649519858752007e-05]
(25, 0);9;119;2;;0.7;False;;394;stop;[0.9462436527116561, 0.00039504715791785456]
(25, 2);0;122;2;;1.0;False;;2525;stop;[0.0035934927516778296, 0.9963758683513633]
(25, 2);1;152;2;;1.0;False;;733;stop;[0.004905208516133903, 0.9950545059465166]
(25, 2);2;187;2;;1.0;False;;758;stop;[0.0031725772099209853, 0.9967942815680159]
(25, 2);3;158;2;;1.0;False;;836;stop;[0.016399301309205652, 0.9833733105583079]
(25, 2);4;150;2;;1.0;False;;2458;stop;[0.002182628490248574, 0.9977769313131376]
